Accession,Organism_Name,Submitters,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Molecule_type,Length,Genotype,Protein,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
UHX10197,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.",2022-01-02,BA.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-FG-212514,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2021-12-20
UVV12594,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-08-30,BA.5.2.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NY-CDC-QDX40269785,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA: New York,USA,NY,Homo sapiens,oronasopharynx,2022-08-13
WAO04019,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-12-13,BE.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,AZ-CDC-LC0947161,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA: Arizona,USA,AZ,Homo sapiens,oronasopharynx,2022-11-26
UTI21837,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-07-12,BA.5.6,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,AL-CDC-LC0743379,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7093,,ORF1ab polyprotein,USA: Alabama,USA,AL,Homo sapiens,oronasopharynx,2022-06-23
UIV74094,Severe acute respiratory syndrome coronavirus 2,"Sheth,M., Nobles,S., Madden,J., Padilla,J., Burgin,A., Bentz,M., Burroughs,M., Cook,P., Paden,C.R., Batra,D., Knipe,K., Howard,D., Unoarumhi,Y., Schmerer,M., Rambo-Martin,B.L., Lacek,K., Shepard,S., Wentworth,D., Dugan,V., Lee,J.",2022-01-13,AY.25.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,RI-CDC-2-5343539,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: RI,USA,RI,Homo sapiens,oronasopharynx,2021-12-07
QVH88587,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L., Livingston,K., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2021-05-14,B.1.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MA-CDC-QDX24326472,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: Massachusetts,USA,MA,Homo sapiens,oronasopharynx,2021-04-19
UVZ26399,Severe acute respiratory syndrome coronavirus 2,"Smith,E.",2022-09-02,BA.5.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDPH-500072215,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA,USA,,Homo sapiens,,2022-07-29
QVU91736,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-05-25,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-CDC-ASC210037734,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),419,,nucleocapsid phosphoprotein,USA: Florida,USA,FL,Homo sapiens,,2021-05-01
UJX54014,Severe acute respiratory syndrome coronavirus 2,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.",2022-01-31,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,WA-S16790,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7092,,ORF1ab polyprotein,"USA: Washington,King County",USA,WA,Homo sapiens,,2022-01-06
UHZ01700,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2022-01-04,AY.103,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,TN-CDC-ASC210632695,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7096,,ORF1ab polyprotein,USA: Tennessee,USA,TN,Homo sapiens,,2021-12-20
WAN62781,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-12-12,BA.4.6,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,PA-CDC-QDX44066655,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),1268,,surface glycoprotein,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,2022-11-28
UMZ20377,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-03-09,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,OR-CDC-QDX34165076,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF8 protein,USA: Oregon,USA,OR,Homo sapiens,oronasopharynx,2022-02-21
UHG54561,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Bixby,C., Wang,Y., Schultz,J., Goswami,C., Hager,R., Grimwood,R., Paden,C.R., MacCannell,D.",2021-12-22,AY.103,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MN-CDC-IBX863249339727,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2021-12-03
QVO39279,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.",2021-05-20,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,WV-CDC-LC0059198,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA: West Virginia,USA,WV,Homo sapiens,oronasopharynx,2021-05-04
WWZ21193,Severe acute respiratory syndrome coronavirus 2,"Linares-Perdomo,O.J.",2024-03-11,JN.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,UT-UPHL-240229707755,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA,USA,,Homo sapiens,,2024-02-11
QXY81665,Severe acute respiratory syndrome coronavirus 2,"West,A.P., Wertheim,J.O., Wang,J.C., Vasylyeva,T.I., Havens,J.L., Chowdhury,M.A., Gonzalez,E., Fang,C.E., Di Lonardo,S.S., Hughes,S., Rakeman,J.L., Lee,H.H., Barnes,C.O., Gnanapragasam,P.N., Yang,Z., Gaebler,C., Caskey,M., Nussenzweig,M.C., Keeffe,J.R., Bjorkman,P.J., Hammerling,M., Hopkins,M., del Castillo,C., Kang,S.C., Ward,W., Bugga,P., Hao,H., Laurent,J.",2021-07-27,B.1.526,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-NYCPHL-004419,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA,USA,,Homo sapiens,oronasopharynx,2021-04-09
UMF69454,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.",2022-03-02,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-FG-281897,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7092,,ORF1ab polyprotein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-02-16
UTD71603,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-07-07,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,OH-CDC-LC0734743,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,2022-06-17
ULV54834,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Tugwell,M., Moon,L., Paden,C.R., MacCannell,D.",2022-02-28,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,GA-CDC-MMB14167131,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF8 protein,USA: Georgia,USA,GA,Homo sapiens,oronasopharynx,2022-02-04
USE29722,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-06-14,BA.2.9,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NJ-CDC-QDX37500758,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-05-30
UOM39454,Severe acute respiratory syndrome coronavirus 2,"Marhoon,A., AlHujairi,Z., AlTooq,M., Khamees,F., AlAnsari,W., AlAbbas,Z., Almoamen,G.",2022-04-10,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,R322690031360,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),38,,ORF10 protein,Bahrain,Bahrain,,Homo sapiens,,2022-02-16
USN36023,Severe acute respiratory syndrome coronavirus 2,"Wang,D., Handley,S.A., Blatter,J., Jung,A., Febles,B.G., Mihindukulasuriya,K.A., Parikh,B.",2022-06-24,AY.103,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,WUSTL_001120_A1044,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),119,,ORF8 protein,USA,USA,,Homo sapiens,oronasopharynx,2021-12
UTT31150,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-07-21,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,OR-CDC-LC0770963,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: Oregon,USA,OR,Homo sapiens,oronasopharynx,2022-07-09
UID64356,Severe acute respiratory syndrome coronavirus 2,"Smith,E.",2022-01-06,AY.100,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDPH-3000123042,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA,USA,,Homo sapiens,,2021-07-20
QUB14122,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-04-22,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,GA-CDC-ASC210017915,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),419,,nucleocapsid phosphoprotein,USA: Georgia,USA,GA,Homo sapiens,oronasopharynx,2021-03-24
ULD87423,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-02-17,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,TX-CDC-LC0528587,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-02-02
QUM93645,Severe acute respiratory syndrome coronavirus 2,"Carlson,C., Garfin,J.",2021-04-30,B.1.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,SD-SDPHL-0265,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: South Dakota,USA,SD,Homo sapiens,,2021-03-24
QUW05449,Severe acute respiratory syndrome coronavirus 2,"Al-Rashedi,N., Alburkat,H., Munahi,M., Hameed,A., Jasim,A., Vapalaht,O., Sironen,T., Smura,T.",2021-05-07,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,Samawa-4,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,Iraq,Iraq,,Homo sapiens,oronasopharynx,2021-02-16
WED47486,Severe acute respiratory syndrome coronavirus 2,"Smith,E.",2023-03-08,BA.5.5,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDPH-500089241,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA,USA,,Homo sapiens,,2022-11-08
UHX95540,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2022-01-03,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,OH-CDC-ASC210566684,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7092,,ORF1ab polyprotein,USA: Ohio,USA,OH,Homo sapiens,,2021-12-17
WBK78901,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2023-01-07,DJ.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,IL-CDC-LC0974614,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA: Illinois,USA,IL,Homo sapiens,oronasopharynx,2022-12-26
UKH87892,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.",2022-02-05,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,TX-CDC-FG-252054,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-01-20
UJK36480,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-01-22,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,IN-CDC-LC0475902,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: Indiana,USA,IN,Homo sapiens,oronasopharynx,2022-01-03
UPN85852,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Bogale,H.N., Hetherington-Rauth,M.C., Ir,D., Matzinger,S.R., Rossheim,A., Smith,A.",2022-04-26,BA.1.1.18,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,CO-CDPHE-2102934452,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA,USA,,Homo sapiens,,2022-02-10
WKJ87693,Severe acute respiratory syndrome coronavirus 2,"Colson,P., Levasseur,A., Boschi,C., La Scola,B.",2023-07-17,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,IHUCOVID-073289,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,France,France,,Homo sapiens,oronasopharynx,2022-03
UGZ16864,Severe acute respiratory syndrome coronavirus 2,"Garfin,J., Plumb,M., Pung,K., Horn,E., Namugenyi,S., Mondelli,A., Wang,X.",2021-12-16,AY.103,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MN-MDH-19152,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2021-11-21
