Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
OX479059,Severe acute respiratory syndrome coronavirus 2,,"Kelvin Laboratories, Royal Hospitals site, Grosvenor Road, Belfast, BT12 6BA; and: Genomics Core Technology Unit, Queens University Belfast, 97 Lisburn Road, Belfast Bt9 7Bl",,4/29/2023,BA.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,GenBank,complete,,United Kingdom:Northern_Ireland,United Kingdom,,Homo sapiens,,12/22/2021
OM461628,Severe acute respiratory syndrome coronavirus 2,"Domman,D., Schwalm,K., Morley,V., Ingold,A., Boyanton,B., Kennedy,J.L., Dinwiddie,D.","University of New Mexico Health Sciences, Internal Medicine",USA,2/1/2022,AY.26,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,AR-UNM-ACH-V00587,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29699,GenBank,complete,,USA: Arkansas,USA,AR,Homo sapiens,,7/13/2021
MZ009566,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,4/23/2021,B.1.311,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,PA-CDC-STM-000048595,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29827,GenBank,complete,,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,3/31/2021
OD959654,Severe acute respiratory syndrome coronavirus 2,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,5/1/2021,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29886,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/28/2021
OX677633,Severe acute respiratory syndrome coronavirus 2,,"Lab Block Level 5 , Addenbrookes Hospital, Hills Road, Cambridge, UK Cb2 0Qq",,6/18/2023,B.1.177.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,10/24/2020
MW864912,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L., Livingston,K., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,4/5/2021,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,OH-CDC-QDX22860934,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29763,GenBank,complete,,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,3/10/2021
ON499550,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,5/12/2022,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0607947,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29726,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,4/30/2022
OP227297,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,8/16/2022,BF.26,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MI-CDC-QDX39414517,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29718,GenBank,complete,,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,7/25/2022
OY305780,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,7/17/2023,B.1.1.351,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020
OU895917,Severe acute respiratory syndrome coronavirus 2,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,10/28/2021,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,10/8/2021
OB999049,Severe acute respiratory syndrome coronavirus 2,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,4/23/2021,B.1.177,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,11/8/2020
OP024634,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,7/21/2022,BA.5.1.22,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,TX-CDC-STM-X2DWQ3MKJ,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,GenBank,complete,,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,7/6/2022
OY420916,Severe acute respiratory syndrome coronavirus 2,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,7/23/2023,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29839,GenBank,complete,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,5/13/2022
OP679434,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,10/19/2022,CK.2.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-QDX42300581,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29718,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,10/6/2022
OM686521,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2/15/2022,BA.1.20,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CT-CDC-STM-ENQTSTNV2,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,GenBank,complete,,USA: Connecticut,USA,CT,Homo sapiens,oronasopharynx,1/26/2022
OP386865,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,9/7/2022,BE.1.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0860674,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29720,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,8/24/2022
OQ414436,Severe acute respiratory syndrome coronavirus 2,"Novack,A., Byrum,S.D., Bird,J.T., Thurman,T.J., Kennedy,J.L.","University of Arkansas for Medical Sciences, Department of Biomedical Informatics",USA,2/9/2023,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,B016973,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29852,GenBank,complete,,USA: AR,USA,AR,Homo sapiens,oronasopharynx,1/8/2022
OX733633,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/18/2023,XBB.1.5.90,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29847,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,3/12/2023
OY902379,Severe acute respiratory syndrome coronavirus 2,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,12/7/2023,BA.1.17.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2/9/2022
OX079615,Severe acute respiratory syndrome coronavirus 2,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,6/15/2022,BA.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/13/2022
OX475276,Severe acute respiratory syndrome coronavirus 2,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,4/29/2023,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29884,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2/16/2021
ON861397,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,6/28/2022,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MN-CDC-STM-9QED9WHZ7,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,GenBank,complete,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,6/15/2022
OM371719,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,1/25/2022,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MI-CDC-STM-3CAKNV4QA,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,GenBank,complete,,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,1/10/2022
OX078207,Severe acute respiratory syndrome coronavirus 2,,"WoSSVC, New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade - Level 5, Glasgow G31 2ER, Scotland, United Kingdom / MRC-UoG CVR, Sir Michael Stoker Building, Garscube Campus, 464 Bearsden Road, Glasgow G61 1QH, Scotland",United Kingdom,6/15/2022,BA.2.45,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29850,GenBank,complete,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,3/22/2022
OL949874,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,12/20/2021,AY.25.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,UT-CDC-ASC210453067,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29810,GenBank,complete,,USA: Utah,USA,UT,Homo sapiens,,11/7/2021
OQ301499,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,1/23/2023,DF.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-STM-CZBARJ83M,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29802,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,1/12/2023
HG998398,Severe acute respiratory syndrome coronavirus 2,"Constantinides,B.","Modernising Medical Microbiology, John Radcliffe Hospital, Headley Way, Headington, Oxford OX3 9DU",United Kingdom,3/24/2021,B.1.258,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,a4,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,GenBank,complete,,United Kingdom:Oxford,United Kingdom,,Homo sapiens,,11/30/2020
OL994630,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,12/23/2021,AY.44,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MI-CDC-LC0426396,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29535,GenBank,complete,,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,12/9/2021
OY617271,Severe acute respiratory syndrome coronavirus 2,,"Barrack Road, Exeter, Devon, UK Ex2 5Dw",,8/9/2023,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29884,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2/11/2021
OM642595,Severe acute respiratory syndrome coronavirus 2,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,2/10/2022,BA.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-500042501,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29785,GenBank,complete,,USA,USA,,Homo sapiens,,12/26/2021
OY728771,Severe acute respiratory syndrome coronavirus 2,,"WoSSVC, New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade - Level 5, Glasgow G31 2ER, Scotland, United Kingdom / MRC-UoG CVR, Sir Michael Stoker Building, Garscube Campus, 464 Bearsden Road, Glasgow G61 1QH, Scotland",United Kingdom,9/2/2023,FL.20.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29856,GenBank,complete,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,8/3/2023
ON870955,Severe acute respiratory syndrome coronavirus 2,"Batty,E.M., Chookajorn,T., Fernandez,S., Huang,A., Jones,A.R., Joonlasak,K., Klungtong,C., Kochakarn,T., Kotanan,N., Kumpornsin,K., Manasatienkij,W., Pasomsub,E., Chantratita,W., Wangwiwatsin,A., Sensorn,I., Panthan,B.","Mahidol-Oxford Tropical Medicine Research Unit (MORU), Faculty of Tropical Medicine",Thailand,6/29/2022,A.6,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,CONI-0019,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,GenBank,complete,,Thailand: Bangkok,Thailand,,Homo sapiens,,3/20/2020
OP652417,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,10/17/2022,BA.5.1.18,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,NY-CDC-QDX42000035,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29718,GenBank,complete,,USA: New York,USA,NY,Homo sapiens,oronasopharynx,9/27/2022
OY471538,Severe acute respiratory syndrome coronavirus 2,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,7/25/2023,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,GenBank,complete,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,9/23/2021
OL730315,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,12/6/2021,AY.100,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,IL-CDC-ASC210521933,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29823,GenBank,complete,,USA: Illinois,USA,IL,Homo sapiens,,11/4/2021
OM140434,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,1/5/2022,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,FL-CDC-STM-A84JFWKYE,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29841,GenBank,complete,,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,12/22/2021
ON999703,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,7/16/2022,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CT-CDC-LC0755702,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29726,GenBank,complete,,USA: Connecticut,USA,CT,Homo sapiens,oronasopharynx,6/28/2022
